"FYPRDFY_ID","INS_ID","COMP_ID","LUC_ID","FUND_SRC_CD","LUC_RESTRICT_CD","LUC_SEQ_NBR","LUC_RESTRICT_TX","CREATED_CDT","LAST_UPDTD_CDT","COMP_INS_ID"
"2015","AK017002432300","1700","N60462_001001","BRAC","10","1032","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001002","BRAC","04","1033","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001002","BRAC","10","1034","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001101","BRAC","04","1035","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001101","BRAC","10","1036","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001102","BRAC","04","1037","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001102","BRAC","10","1038","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001201","BRAC","02","1039","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001201","BRAC","04","1040","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001201","BRAC","10","1041","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001201","BRAC","98","1042","A landfill cover at the site prevents exposure to contaminated soil and reduces infiltration of groundwater. This cover will be inspected and maintained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001202","BRAC","02","1043","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001202","BRAC","04","1044","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001202","BRAC","10","1045","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001202","BRAC","98","1046","A landfill cover at the site prevents exposure to contaminated soil and reduces infiltration of groundwater. This cover will be inspected and maintained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001203","BRAC","02","1047","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001203","BRAC","04","1048","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001203","BRAC","10","1050","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001203","BRAC","98","1051","A landfill cover at the site prevents exposure to contaminated soil and reduces infiltration of groundwater. This cover will be inspected and maintained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001204","BRAC","02","1052","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001204","BRAC","04","1053","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001204","BRAC","10","1054","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001204","BRAC","98","1055","A landfill cover at the site prevents exposure to contaminated soil and reduces infiltration of groundwater. This cover will be inspected and maintained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001301","BRAC","02","1056","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001301","BRAC","10","1057","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001301","BRAC","98","1058","Prohibits access, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001302","BRAC","02","1059","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001302","BRAC","10","1060","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001302","BRAC","98","1061","Prohibits access, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001303","BRAC","02","1062","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001303","BRAC","10","1063","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001303","BRAC","98","1064","Prohibits access, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001304","BRAC","02","1065","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001304","BRAC","10","1066","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001304","BRAC","98","1067","Prohibit removal or breaching of existing exposure barriers (e.g. concrete blding foundations, surfaced parking lots, and other paved surfaces), unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001305","BRAC","02","1068","Prohibit construction and/or operation of businesses, structures or other areas frequented by sensitive populations, such as children and the elderly, unless prior written approval of the NAVY and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001305","BRAC","10","1069","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001305","BRAC","98","1070","Prohibits access, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001401","BRAC","98","1071","Prohibit fishing or consumption of fish.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001501","BRAC","98","1072","Prohibit fishing or consumption of fish.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001601","BRAC","04","1073","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001601","BRAC","10","1074","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001602","BRAC","10","1075","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001701","BRAC","04","1076","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001701","BRAC","10","1077","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001702","BRAC","10","1078","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001801","BRAC","04","1079","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001801","BRAC","10","1080","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001802","BRAC","04","1081","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001802","BRAC","10","1082","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001901","BRAC","04","1083","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001901","BRAC","10","1084","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001902","BRAC","04","1085","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_001902","BRAC","10","1086","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002001","BRAC","04","1087","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002001","BRAC","10","1088","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002002","BRAC","04","1089","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002002","BRAC","10","1090","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002101","BRAC","04","1091","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002101","BRAC","10","1092","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002102","BRAC","04","1133","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002102","BRAC","10","1093","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002201","BRAC","04","1094","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002201","BRAC","10","1095","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002301","BRAC","04","1096","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002401","BRAC","04","1097","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002501","BRAC","04","1098","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002501","BRAC","10","1099","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002502","BRAC","04","1100","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002502","BRAC","10","1101","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002601","BRAC","04","1102","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002601","BRAC","10","1103","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002602","BRAC","04","1104","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002602","BRAC","10","1105","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002701","BRAC","04","1106","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002701","BRAC","10","1107","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002801","BRAC","04","1108","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002801","BRAC","10","1109","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002901","BRAC","04","1110","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002901","BRAC","10","1111","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002902","BRAC","04","1112","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_002902","BRAC","10","1113","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003001","BRAC","04","1114","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003001","BRAC","10","1115","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003002","BRAC","04","1116","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003002","BRAC","10","1117","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003101","BRAC","04","1118","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003101","BRAC","10","1119","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003201","BRAC","04","1120","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003201","BRAC","10","1121","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003301","BRAC","04","1122","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003301","BRAC","10","1123","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003302","BRAC","04","1124","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003302","BRAC","10","1125","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003401","BRAC","04","1126","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003401","BRAC","10","1127","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003402","BRAC","04","1128","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003402","BRAC","10","1129","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003501","BRAC","04","1130","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003501","BRAC","10","1131","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003502","BRAC","04","1132","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003502","BRAC","10","1134","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003601","BRAC","04","1135","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003601","BRAC","10","1136","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003602","BRAC","04","1137","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_003602","BRAC","10","1138","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004001","BRAC","04","1139","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004001","BRAC","10","1140","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004002","BRAC","04","1141","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004002","BRAC","10","1142","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004101","BRAC","04","1143","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004101","BRAC","10","1144","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004102","BRAC","04","1145","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004102","BRAC","10","1146","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004201","BRAC","04","1147","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004201","BRAC","10","1148","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004202","BRAC","04","1149","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004202","BRAC","10","1150","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004301","BRAC","04","1151","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004301","BRAC","10","1152","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004302","BRAC","04","1153","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004302","BRAC","10","1154","Prohibits disturbance of surface or subsurface soil due to invasive activities such as construction, unless prior written approval of the Navy and lead regulatory agency is obtained.","12/10/2015 17:02:02","","N60462"
"2015","AK017002432300","1700","N60462_004401","BRAC","04","1155","Groundwater use restricted.","12/10/2015 17:02:02","","N60462"
